Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,TotalVolume_ml,SplitFraction,Volumesubsampled_ml,Phylum,Class,Subclass,Order,Family,Genus,Species,male/female,LifeStage,abundance,Group
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,3,Nematoda
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,Eucypris,,adult,1,Ostracoda
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,,adult,40,Rotifera
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,131,Copepoda
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,38,Copepoda
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,1,Cladocera
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,2,Insecta
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthopoda,Insecta,0,Coleoptera,0,0,coleoptera,,larvae,1,Insecta
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,8,Insecta
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,78,Copepoda
Cos Tri,1/29/19,net throw,4,5,0,744.24,153,30,200,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,5,Copepoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,14,Cladocera
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,2,Cladocera
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,26,Cladocera
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,46,Cladocera
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,1,Copepoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,10,Copepoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,Eucypris,,adult,1,Ostracoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Ostracoda,Podacopa,Podacopida,Ilyocryprididae,Ilyocypris,illyocypris,,adult,2,Ostracoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,19,Rotifera
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,143,Copepoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,33,Copepoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,3,Cladocera
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,13,Copepoda
Cos Tri,1/31/19,net throw,4,5,0,744.24,153,30,200,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,1,Arachnida
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,1,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,40,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,29,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,20,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,Diaphanosoma,,adult,2,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphnia,mendotae,,adult,1,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,5,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,4,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,6,Cladocera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,Copepoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,2,Copepoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,nematoda,,adult,2,Nematoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,Ostracoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,Eucypris,,adult,5,Ostracoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,8,Rotifera
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrade,,adult,1,Tardigrada
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepodite,96,Copepoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepodite,4,Copepoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,1,Insecta
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,3,Insecta
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthopoda,Insecta,0,Odonate,Odonata,Odonata,odonata,,larvae,1,Insecta
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,12,Copepoda
Mok USRR,1/31/19,net throw,4,5,51270,52474,153,30,100,1,12,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,10,Copepoda
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,56,Cladocera
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,9,Cladocera
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,4,Cladocera
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,10,Cladocera
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,Ilyocryptus,,adult,6,Cladocera
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,28,Cladocera
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,3,Copepoda
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,2,Copepoda
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,8,Copepoda
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,20,Rotifera
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,185,Copepoda
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,46,Copepoda
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,33,Copepoda
Cos Beach,1/31/19,net throw,4,5,58537,59654,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,6,Copepoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Malacostraca,0,Amphipoda,Gammaridae,Gammarus,gammarus,,adult,1,Amphipoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,96,Cladocera
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,11,Cladocera
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,Cladocera
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,Cladocera
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,49,Cladocera
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,2,Copepoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,2,Copepoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,,adult,37,Rotifera
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,66,Copepoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,9,Copepoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embryo,3,Cladocera
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,10,Insecta
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,10,Insecta
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,38,Copepoda
Cos Tri,2/7/19,net throw,4,5,0,744.24,153,30,75,1,22,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,115,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,18,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,3,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,14,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphnia,parvula,,adult,1,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,94,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,4,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,Copepoda
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,3,Copepoda
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,,adult,96,Rotifera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,101,Copepoda
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,17,Copepoda
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,embyro,1,Cladocera
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,7,Insecta
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,15,Copepoda
Cos Tri,2/8/19,net throw,4,5,0,744.24,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,95,Cladocera
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,,adult,20,Cladocera
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,3,Cladocera
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,66,Cladocera
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,,adult,1,Copepoda
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,collembola,,adult,2,Insecta
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,68,Rotifera
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,,copepidite,47,Copepoda
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,,copepidite,4,Copepoda
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,Daphniidae,,embryo,3,Cladocera
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,2,Insecta
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,3,Insecta
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,,nauplii,41,Copepoda
Cos Tri,2/13/19,net throw,4,5,0,744.24,153,30,75,1,15,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,,nauplii,3,Copepoda
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,1,Annelida
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,3,Cladocera
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,Chydoridae,,adult,12,Cladocera
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,9,Cladocera
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,Ilyocryptus,,adult,1,Cladocera
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphnia,mendotae,,adult,3,Cladocera
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,8,Cladocera
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,Copepoda
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,collembola,,adult,1,Insecta
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,adult,2,Insecta
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,nematoda,,adult,5,Nematoda
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,,adult,1,Rotifera
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,2,Tardigrada
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,97,Copepoda
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,8,Copepoda
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Chordata,Actinopterigyii,0,0,0,0,larvalfish,,larvae,1,Actinopterigyii
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,1,Insecta
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,28,Copepoda
Mok USRR,2/14/19,net throw,4,5,97693,99245,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,98,Cladocera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,,adult,12,Cladocera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,Cladocera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,Cladocera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,65,Cladocera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,Cladocera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthopoda,Branchipoda,0,Cladocera,Macrothricidae,0,Streblocerus,,adult,1,Cladocera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,,adult,1,Copepoda
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,,adult,8,Rotifera
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,,copepidite,44,Copepoda
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,,copepidite,9,Copepoda
Cos Beach,2/14/19,net throw,4,5,105253,106980,153,30,100,1,3,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,Calanoida,,nauplii,20,Copepoda
