SampleID,Site,Date,Type_of_Sample,Filter_Y/N,Volume_Filtered_ml,Repetition,Tin_Capsulse_g,Tin_and_Filter_g,Filter_g,Filter_mg,Zooplankton_SIA_ID_Number,Bulk/Species,Sample_Composition,Fish_Photo_ID,Pit_Tag,Fish_Number,End_Fork_Length_mm,End_Weight_g,Cage_No,Type_of_Veg,Amount_(mg) ,Tray_Name,Well_ID,Analysis,Enriched? ,?13CVPDB (‰),Total C (µg),C Comment,?15NAir (‰),Total N (µg),N Comment,Internal ID,Analysis Number,Mass Spec
BabyMarsh_19_09_10_Z,BabyMarsh,2019-09-10,Zooplankton,Y,,,0.1112,0.1591,0.0479,47.9,,,,,,,,,,,,DRKCBN_19_12_06,D1,"13C, 15N",No,,3015.686447,Contained too much carbon; total C is underestimated,8.356399622,451.0140707,Contained more nitrogen than largest reference,1735247,415767,D
MokUSRR_19_09_10_Z,MokUSRR,2019-09-10,Zooplankton,Y,,,0.1113,0.1691,0.0578,57.8,,,,,,,,,,,,DRKCBN_19_12_06,D2,"13C, 15N",No,-26.21111125,599.7835852,,2.52835691,82.22755428,,1735248,415768,D
CosBeach_19_09_10_Z,CosBeach,2019-09-10,Zooplankton,Y,,,0.1111,0.1662,0.0551,55.1,,,,,,,,,,,,DRKCBN_19_12_06,D3,"13C, 15N",No,-31.9711124,1782.168462,,8.141866851,371.0047809,Contained more nitrogen than largest reference,1735249,415769,D
XSSAC_19_09_10_Z,XSSAC,2019-09-10,Zooplankton,Y,,,0.1114,0.1665,0.0551,55.1,,,,,,,,,,,,DRKCBN_19_12_06,D4,"13C, 15N",No,-27.20121423,801.6043743,,7.160848294,126.8831428,,1735250,415770,D
BabyMarsh_19_10_15_Z,BabyMarsh,2019-10-15,Zooplankton,Y,,,0.1117,0.1749,0.0632,63.2,,,,,,,,,,,,DRKCBN_19_12_06,D5,"13C, 15N",No,,2216.370707,Contained too much carbon; total C is accurate,8.288065278,269.6876436,,1735251,415771,D
MokUSRR_19_10_15_Z,MokUSRR,2019-10-15,Zooplankton,Y,,,0.111,0.1692,0.0582,58.2,,,,,,,,,,,,DRKCBN_19_12_06,D6,"13C, 15N",No,-27.16326849,679.5095861,,3.731915075,136.513005,,1735252,415772,D
CosBeach_19_10_15_Z,CosBeach,2019-10-15,Zooplankton,Y,,,0.1115,0.2899,0.1784,178.4,,,,,,,,,,,,DRKCBN_19_12_06,D7,"13C, 15N",No,,3184.500116,Contained too much carbon; total C is underestimated,5.285149679,556.7172342,Contained more nitrogen than largest reference,1735253,415773,D
XSSAC_19_10_15_Z,XSSAC,2019-10-15,Zooplankton,Y,,,0.1115,0.1711,0.0596,59.6,,,,,,,,,,,,DRKCBN_19_12_06,D8,"13C, 15N",No,-27.72299421,954.3912206,,5.284614813,222.1205083,,1735254,416470,D
BabyMarsh_19_11_19_Z,BabyMarsh,2019-11-19,Zooplankton,Y,,,0.1114,0.1713,0.0599,59.9,,,,,,,,,,,,DRKCBN_19_12_06,E1,"13C, 15N",No,-30.07597879,693.2026656,,9.695891695,124.037486,,1735255,416471,D
MokUSRR_19_11_19_Z,MokUSRR,2019-11-19,Zooplankton,Y,,,0.1118,0.1646,0.0528,52.8,,,,,,,,,,,,DRKCBN_19_12_06,E2,"13C, 15N",No,-26.62513781,282.4071638,,2.75789767,26.18573343,,1735256,416472,D
CosBeach_19_11_19_Z,CosBeach,2019-11-19,Zooplankton,Y,,,0.1116,0.2804,0.1688,168.8,,,,,,,,,,,,DRKCBN_19_12_06,E3,"13C, 15N",No,-28.38015891,398.5411635,,5.211766892,53.59970525,,1735257,416473,D
MokUSRR_19_12_10_Z,MokUSRR,2019-12-10,Zooplankton,Y,,,0.1123,0.1713,0.059,59,,,,,,,,,,,,DRKCBN_19_12_06,E4,"13C, 15N",No,-25.83648373,752.8366247,,4.516425216,113.7519011,,1735258,416474,D
XSSAC_20_01_08_Z,XSSAC,2020-01-08,Zooplankton,Y,,,0.1104,0.1729,0.0625,62.5,,,,,,,,,,,,DRKCBN_19_12_06,E5,"13C, 15N",No,-30.47670282,2699.768019,,6.167096658,600.0395471,,1735259,416481,D
MokUSRR_20_01_09_Z,MokUSRR,2020-01-09,Zooplankton,Y,,,0.1106,0.1682,0.0576,57.6,,,,,,,,,,,,DRKCBN_19_12_06,E6,"13C, 15N",No,-26.71993526,1439.779845,,-1.774593268,169.989205,,1735260,416482,D
BabyMarsh_20_01_09_Z,BabyMarsh,2020-01-09,Zooplankton,Y,,,0.1106,0.172,0.0614,61.4,,,,,,,,,,,,DRKCBN_19_12_06,E7,"13C, 15N",No,-31.29906723,601.9850922,,9.554914851,103.9592705,,1735261,416483,D
BabyMarsh_20_02_11_Z,BabyMarsh,2020-02-11,Zooplankton,Y,,,0.1106,0.1704,0.0598,59.8,,,,,,,,,,,,DRKCBN_19_12_06,E8,"13C, 15N",No,-30.47539128,1536.187321,,10.3731104,326.1794009,,1735262,416484,D
MokUSRR_20_02_18_Z,MokUSRR,2020-02-18,Zooplankton,Y,,,0.1102,0.169,0.0588,58.8,,,,,,,,,,,,DRKCBN_19_12_06,F1,"13C, 15N",No,-25.5460855,704.346525,,3.203942484,81.25257314,,1735263,416485,D
BabyMarsh_20_02_18_Z,BabyMarsh,2020-02-18,Zooplankton,Y,,,0.1102,0.1759,0.0657,65.7,,,,,,,,,,,,DRKCBN_19_12_06,F2,"13C, 15N",No,,4864.007592,Contained too much carbon; total C is underestimated,,823.2976823,Contained too much nitrogen; total N is underestimated,1735264,416486,D
XSSAC_20_02_20_Z,XSSAC,2020-02-20,Zooplankton,Y,,,0.1104,0.168,0.0576,57.6,,,,,,,,,,,,DRKCBN_19_12_06,F3,"13C, 15N",No,-30.24002955,1452.079577,,6.07169591,172.245049,,1735265,416487,D
MokUSRR_20_02_25_Z,MokUSRR,2020-02-25,Zooplankton,Y,,,0.1101,0.1669,0.0568,56.8,,,,,,,,,,,,DRKCBN_19_12_06,F4,"13C, 15N",No,-25.20053797,1133.813463,,3.946426522,136.8765426,,1735266,416488,D
BabyMarsh_20_02_25_Z,BabyMarsh,2020-02-25,Zooplankton,Y,,,0.1108,0.1706,0.0598,59.8,,,,,,,,,,,,DRKCBN_19_12_06,F5,"13C, 15N",No,-31.39060984,3211.2595,,10.03326372,670.7838669,Contained more nitrogen than largest reference,1735267,416489,D
XSSAC_20_02_25_Z,XSSAC,2020-02-25,Zooplankton,Y,,,0.1107,0.1712,0.0605,60.5,,,,,,,,,,,,DRKCBN_19_12_06,F6,"13C, 15N",No,-31.68163467,1770.821228,,7.181111645,388.6709894,,1735268,416490,D
MokUSRR_20_03_03_Z,MokUSRR,2020-03-03,Zooplankton,Y,,,0.1107,0.1696,0.0589,58.9,,,,,,,,,,,,DRKCBN_19_12_06,F7,"13C, 15N",No,-27.360077,994.2176604,,3.069132469,128.5955743,,1735269,416491,D
XSSAC_20_03_03_Z,XSSAC,2020-03-03,Zooplankton,Y,,,0.1107,0.1726,0.0619,61.9,,,,,,,,,,,,DRKCBN_19_12_06,F8,"13C, 15N",No,-28.28615769,699.3059481,,5.442201051,143.4582408,,1735270,416492,D
MokUSRR_20_03_09_Z,MokUSRR,2020-03-09,Zooplankton,Y,,,0.11125,0.16905,0.0578,57.8,,,,,,,,,,,,2020_11_10_DKCBN,A1,"13C, 15N",No,-24.56909938,1132.680347,,5.964494187,174.6457494,,1756604,502559,Q
XSSAC_20_03_09_Z,XSSAC,2020-03-09,Zooplankton,Y,,,0.11111,0.17156,0.06045,60.45,,,,,,,,,,,,2020_11_10_DKCBN,A2,"13C, 15N",No,-30.36040185,1461.80601,,7.027271058,360.6631754,,1756605,502560,Q
MokUSRR_20_03_22_Z,MokUSRR,2020-03-22,Zooplankton,Y,,,0.11129,0.17288,0.06159,61.59,,,,,,,,,,,,2020_11_10_DKCBN,A3,"13C, 15N",No,-26.99922901,1106.960396,,3.546328207,170.0043427,,1756606,502561,Q
XSSAC_20_03_23_Z,XSSAC,2020-03-23,Zooplankton,Y,,,0.11142,0.17143,0.06001,60.01,,,,,,,,,,,,2020_11_10_DKCBN,A4,"13C, 15N",No,-18.88483431,1508.330665,,6.147180532,166.6866916,,1756607,502562,Q
BabyMarsh_20_05_07_Z,BabyMarsh,2020-05-07,Zooplankton,Y,,,0.11205,0.16489,0.05284,52.84,,,,,,,,,,,,2020_11_10_DKCBN,A5,"13C, 15N",No,,3460.654962,Contained too much carbon; total C is estimated,16.96668759,604.4022718,Contained more nitrogen than largest reference,1756608,502563,Q
MokUSRR_20_05_07_Z,MokUSRR,2020-05-07,Zooplankton,Y,,,0.11185,0.16308,0.05123,51.23,,,,,,,,,,,,2020_11_10_DKCBN,A6,"13C, 15N",No,-24.12110249,645.931955,,16.60854806,103.9487041,,1756609,502564,Q
XSSAC_20_05_07_Z,XSSAC,2020-05-07,Zooplankton,Y,,,0.11167,0.14964,0.03797,37.97,,,,,,,,,,,,2020_11_10_DKCBN,A7,"13C, 15N",No,-24.53155116,546.2493412,,13.1948242,122.0403651,,1756610,502565,Q
BabyMarsh_20_06_09_Z,BabyMarsh,2020-06-09,Zooplankton,Y,,,0.11225,0.1735,0.06125,61.25,,,,,,,,,,,,2020_11_10_DKCBN,A8,"13C, 15N",No,-30.81696514,2176.523696,,10.14526532,471.513642,,1756611,502566,Q
MokUSRR_20_06_09_Z,MokUSRR,2020-06-09,Zooplankton,Y,,,0.11247,0.17023,0.05776,57.76,,,,,,,,,,,,2020_11_10_DKCBN,B1,"13C, 15N",No,-28.58737639,2008.203179,,6.225438935,322.747534,,1756612,502567,Q
CosBeach_20_06_09_Z,CosBeach,2020-06-09,Zooplankton,Y,,,0.11238,0.17559,0.06321,63.21,,,,,,,,,,,,2020_11_10_DKCBN,B2,"13C, 15N",No,-28.11464735,2653.041212,,7.861637002,530.6804078,Contained more nitrogen than largest reference,1756613,502568,Q
XSSAC_20_06_09_Z,XSSAC,2020-06-09,Zooplankton,Y,,,0.11241,0.17668,0.06427,64.27,,,,,,,,,,,,2020_11_10_DKCBN,B3,"13C, 15N",No,-26.26471202,1454.039911,,8.715186013,272.5268679,,1756614,502569,Q
BabyMarsh_20_07_16_Z,BabyMarsh,2020-07-16,Zooplankton,Y,,,0.11262,0.17209,0.05947,59.47,,,,,,,,,,,,2020_11_10_DKCBN,B4,"13C, 15N",No,-31.08717048,1061.367227,,9.6857141,150.4017642,,1756615,502570,Q
MokUSRR_20_07_16_Z,MokUSRR,2020-07-16,Zooplankton,Y,,,0.11231,0.1742,0.06189,61.89,,,,,,,,,,,,2020_11_10_DKCBN,B5,"13C, 15N",No,-28.29463287,1033.559411,,6.268799129,179.9454927,,1756616,502577,Q
CosBeach_20_07_16_Z,CosBeach,2020-07-16,Zooplankton,Y,,,0.22421,0.2829,0.05869,58.69,,,,,,,,,,,,2020_11_10_DKCBN,B6,"13C, 15N",No,-29.84299746,1145.790845,,3.376934532,204.1701579,,1756617,502578,Q
XSSAC_20_07_16_Z,XSSAC,2020-07-16,Zooplankton,Y,,,0.11231,0.18046,0.06815,68.15,,,,,,,,,,,,2020_11_10_DKCBN,B7,"13C, 15N",No,-26.27399265,2250.776142,,8.722160035,274.8050884,,1756618,502579,Q
BabyMarsh_20_08_17_Z,BabyMarsh,2020-08-17,Zooplankton,Y,,,0.112,0.1623,0.0503,50.3,,,,,,,,,,,,2020_11_10_DKCBN,B8,"13C, 15N",No,-30.50506002,456.3003649,,8.871255645,56.43891857,,1756619,502580,Q
MokUSRR_20_08_17_Z,MokUSRR,2020-08-17,Zooplankton,Y,,,0.1116,0.1745,0.0629,62.9,,,,,,,,,,,,2020_11_10_DKCBN,C1,"13C, 15N",No,-26.10857853,839.7383373,,5.12158374,103.6131323,,1756620,502581,Q
CosBeach_20_08_17_Z,CosBeach,2020-08-17,Zooplankton,Y,,,0.1115,0.1698,0.0583,58.3,,,,,,,,,,,,2020_11_10_DKCBN,C2,"13C, 15N",No,-26.5652215,765.2758225,,7.311364584,117.3554428,,1756621,502582,Q
XSSAC_20_08_17_Z,XSSAC,2020-08-17,Zooplankton,Y,,,0.1113,0.1673,0.056,56,,,,,,,,,,,,2020_11_10_DKCBN,C3,"13C, 15N",No,-25.33225054,534.0079796,,7.499621049,113.3367262,,1756622,502583,Q
BabyMarsh_20_10_07_Z,BabyMarsh,2020-10-07,Zooplankton,Y,,,0.1116,0.1726,0.061,61,,,,,,,,,,,,2020_11_10_DKCBN,C4,"13C, 15N",No,-30.45560724,2213.69274,,9.580121326,398.9405308,,1756623,502584,Q
MokUSRR_20_10_07_Z,MokUSRR,2020-10-07,Zooplankton,Y,,,0.1114,0.1682,0.0568,56.8,,,,,,,,,,,,2020_11_10_DKCBN,C5,"13C, 15N",No,-24.91673786,367.9952011,,7.156155634,60.49753112,,1756624,502585,Q
CosBeach_20_10_07_Z,CosBeach,2020-10-07,Zooplankton,Y,,,0.1109,0.1676,0.0567,56.7,,,,,,,,,,,,2020_11_10_DKCBN,C6,"13C, 15N",No,-28.85317836,1343.000779,,6.087370043,304.6578257,,1756625,502586,Q
XSSAC_20_10_07_Z,XSSAC,2020-10-07,Zooplankton,Y,,,0.1108,0.1781,0.0673,67.3,,,,,,,,,,,,2020_11_10_DKCBN,C7,"13C, 15N",No,-26.89629115,1668.2777,,4.264284428,287.4803847,,1756626,502587,Q
BabyMarsh_20_11_06_Z,BabyMarsh,2020-11-06,Zooplankton,Y,,,0.1108,0.1695,0.0587,58.7,,,,,,,,,,,,2020_11_10_DKCBN,C8,"13C, 15N",No,-31.37514827,2616.89987,,9.202782569,524.4857705,Contained more nitrogen than largest reference,1756627,502588,Q
MokUSRR_20_11_06_Z,MokUSRR,2020-11-06,Zooplankton,Y,,,0.1107,0.1692,0.0585,58.5,,,,,,,,,,,,2020_11_10_DKCBN,D1,"13C, 15N",No,-27.30392036,633.8167501,,1.760173357,71.87579092,,1756628,502265,Q
CosBeach_20_11_06_Z,CosBeach,2020-11-06,Zooplankton,Y,,,0.1109,0.1695,0.0586,58.6,,,,,,,,,,,,2020_11_10_DKCBN,D2,"13C, 15N",No,-28.21141401,785.3423026,,4.427685908,94.99532184,,1756629,502266,Q
XSSAC_20_11_06_Z,XSSAC,2020-11-06,Zooplankton,Y,,,0.221,0.2788,0.0578,57.8,,,,,,,,,,,,2020_11_10_DKCBN,D3,"13C, 15N",No,-26.87130957,386.1991441,,2.935183196,176.8750998,,1756630,502267,Q
Knaggs3_20_01_08_A,Knaggs3,2020-01-08,POC,Y,500,A,0.1125,0.1703,0.0578,57.8,,,,,,,,,,,,2020_11_10_DKCBN,D4,"13C, 15N",No,-31.50759433,290.9786844,,5.839640107,51.25943315,,1756631,502268,Q
XSSAC_20_01_08_A,XSSAC,2020-01-08,POC,Y,1000,A,0.1126,0.1716,0.059,59,,,,,,,,,,,,2020_11_10_DKCBN,D5,"13C, 15N",No,-29.28601635,291.4713991,,4.740239617,46.40570937,,1756632,502269,Q
BabyMarsh_20_01_09_A,BabyMarsh,2020-01-09,POC,Y,1200,A,0.1121,0.1683,0.0562,56.2,,,,,,,,,,,,2020_11_10_DKCBN,D6,"13C, 15N",No,-26.802612,435.068857,,4.962204264,32.5323214,,1756633,502270,Q
MokUSRR_20_01_09_A,MokUSRR,2020-01-09,POC,Y,1600,A,0.1122,0.1653,0.0531,53.1,,,,,,,,,,,,2020_11_10_DKCBN,D7,"13C, 15N",No,-26.42595743,163.5939251,,4.400052391,26.69962238,,1756634,502271,Q
CosBeach_20_01_09_A,CosBeach,2020-01-09,POC,Y,1000,A,0.1118,0.165,0.0532,53.2,,,,,,,,,,,,2020_11_10_DKCBN,D8,"13C, 15N",No,-28.7045228,270.2788609,,3.783444688,41.04950149,,1756635,502272,Q
MokUSRR_20_02_10_A,MokUSRR,2020-02-10,POC,Y,1500,A,0.1117,0.1706,0.0589,58.9,,,,,,,,,,,,2020_11_10_DKCBN,E1,"13C, 15N",No,-26.73973864,207.1483786,,3.826131488,26.2375402,,1756636,502273,Q
CosBeach_20_02_10_A,CosBeach,2020-02-10,POC,Y,500,A,0.2226,0.2763,0.0537,53.7,,,,,,,,,,,,2020_11_10_DKCBN,E2,"13C, 15N",No,-32.3695404,253.8094717,,5.010767975,66.58838472,,1756637,502274,Q
Knaggs3_20_02_10_A,Knaggs3,2020-02-10,POC,Y,150,A,0.1121,0.1909,0.0788,78.8,,,,,,,,,,,,2020_11_10_DKCBN,E3,"13C, 15N",No,-26.69581607,519.3969393,,2.516436241,102.6890528,,1756638,502275,Q
BabyMarsh_20_02_11_A,BabyMarsh,2020-02-11,POC,Y,1100,A,0.1114,0.1622,0.0508,50.8,,,,,,,,,,,,2020_11_10_DKCBN,E4,"13C, 15N",No,-28.11206651,227.3151986,,4.761766948,60.29654112,,1756639,502276,Q
XSSAC_20_02_12_A,XSSAC,2020-02-12,POC,Y,800,A,0.1112,0.1729,0.0617,61.7,,,,,,,,,,,,2020_11_10_DKCBN,E5,"13C, 15N",No,-29.17633223,292.2104589,,3.414369722,44.19632126,,1756640,502283,Q
BabyMarsh_20_02_18_A,BabyMarsh,2020-02-18,POC,Y,1200,A,0.1114,0.1715,0.0601,60.1,,,,,,,,,,,,2020_11_10_DKCBN,E6,"13C, 15N",No,-28.0736334,239.6765676,,3.387839795,101.2172714,,1756641,502284,Q
MokUSRR_20_02_18_A,MokUSRR,2020-02-18,POC,Y,1500,A,0.1113,0.1662,0.0549,54.9,,,,,,,,,,,,2020_11_10_DKCBN,E7,"13C, 15N",No,-26.56473919,143.8383772,,4.812329817,23.35113454,,1756642,502285,Q
CosBeach_20_02_18_A,CosBeach,2020-02-18,POC,Y,1000,A,0.1113,0.1682,0.0569,56.9,,,,,,,,,,,,2020_11_10_DKCBN,E8,"13C, 15N",No,-28.26382589,296.6445142,,6.496996267,51.29290599,,1756643,502286,Q
Knaggs3_20_02_20_A,Knaggs3,2020-02-20,POC,Y,450,A,0.1117,0.1755,0.0638,63.8,,,,,,,,,,,,2020_11_10_DKCBN,F1,"13C, 15N",No,-29.65351766,1216.491114,,5.691653519,307.1774808,,1756644,502287,Q
XSSAC_20_02_20_A,XSSAC,2020-02-20,POC,Y,800,A,0.1117,0.1756,0.0639,63.9,,,,,,,,,,,,2020_11_10_DKCBN,F2,"13C, 15N",No,-28.79411382,299.107653,,2.460416365,106.1342428,,1756645,502288,Q
Knaggs3_20_02_24_A,Knaggs3,2020-02-24,POC,Y,350,A,0.1116,0.1773,0.0657,65.7,,,,,,,,,,,,2020_11_10_DKCBN,F3,"13C, 15N",No,-27.52769683,473.8245747,,4.469763459,80.07385878,,1756646,502289,Q
BabyMarsh_20_02_25_A,BabyMarsh,2020-02-25,POC,Y,925,A,0.1122,0.173,0.0608,60.8,,,,,,,,,,,,2020_11_10_DKCBN,F4,"13C, 15N",No,-28.50055881,223.4653254,,5.364107761,62.33810305,,1756647,502290,Q
MokUSRR_20_02_25_A,MokUSRR,2020-02-25,POC,Y,1900,A,0.1124,0.1685,0.0561,56.1,,,,,,,,,,,,2020_11_10_DKCBN,F5,"13C, 15N",No,-26.50605896,190.7008983,,4.722196272,27.82467983,,1756648,502291,Q
CosBeach_20_02_25_A,CosBeach,2020-02-25,POC,Y,500,A,0.1123,0.1709,0.0586,58.6,,,,,,,,,,,,2020_11_10_DKCBN,F6,"13C, 15N",No,-30.10535076,332.3442855,,6.28121713,53.36819182,,1756649,502292,Q
XSSAC_20_02_25_A,XSSAC,2020-02-25,POC,Y,800,A,0.1125,0.1748,0.0623,62.3,,,,,,,,,,,,2020_11_10_DKCBN,F7,"13C, 15N",No,-28.81553079,279.6444725,,4.357768615,56.41406895,,1756650,502293,Q
Knaggs3_20_02_25_A,Knaggs3,2020-03-02,POC,Y,150,A,0.1128,0.1811,0.0683,68.3,,,,,,,,,,,,2020_11_10_DKCBN,F8,"13C, 15N",No,-26.38529996,445.6202759,,2.821953495,81.84719708,,1756651,502294,Q
MokUSRR_20_03_03_A,MokUSRR,2020-03-03,POC,Y,1500,A,0.113,0.1691,0.0561,56.1,,,,,,,,,,,,2020_11_19_DKCBN,A1,"13C, 15N",No,-26.00310117,164.3505533,,5.008740419,21.72869094,,1756652,502364,Q
CosBeach_20_03_03_A,CosBeach,2020-03-03,POC,Y,600,A,0.1132,0.1699,0.0567,56.7,,,,,,,,,,,,2020_11_19_DKCBN,A2,"13C, 15N",No,-28.92792263,262.5250414,,5.611873149,44.51632622,,1756653,502365,Q
XSSAC_20_03_03_A,XSSAC,2020-03-03,POC,Y,1000,A,0.1133,0.1772,0.0639,63.9,,,,,,,,,,,,2020_11_19_DKCBN,A3,"13C, 15N",No,-28.50334407,386.9421267,,5.528678965,58.08419141,,1756654,502366,Q
BabyMarsh_20_03_03_A,BabyMarsh,2020-03-03,POC,Y,800,A,0.113,0.1738,0.0608,60.8,,,,,,,,,,,,2020_11_19_DKCBN,A4,"13C, 15N",No,-27.82863424,268.7045242,,6.228147384,44.20999851,,1756655,502367,Q
BabyMarsh_20_03_09_A,BabyMarsh,2020-03-09,POC,Y,500,A,0.113,0.1684,0.0554,55.4,,,,,,,,,,,,2020_11_19_DKCBN,A5,"13C, 15N",No,-28.01642479,178.8541009,,4.104266763,60.6657386,,1756656,502368,Q
MokUSRR_20_03_09_A,MokUSRR,2020-03-09,POC,Y,1500,A,0.113,0.1706,0.0576,57.6,,,,,,,,,,,,2020_11_19_DKCBN,A6,"13C, 15N",No,-25.62326389,205.7494194,,4.711184471,27.95318647,,1756657,502369,Q
CosBeach_20_03_09_A,CosBeach,2020-03-09,POC,Y,400,A,0.1132,0.1749,0.0617,61.7,,,,,,,,,,,,2020_11_19_DKCBN,A7,"13C, 15N",No,-29.80943388,409.0499783,,5.71116227,69.35486526,,1756658,502370,Q
XSSAC_20_03_09_A,XSSAC,2020-03-09,POC,Y,800,A,0.1129,0.1717,0.0588,58.8,,,,,,,,,,,,2020_11_19_DKCBN,A8,"13C, 15N",No,-28.62436106,293.8134541,,4.805582668,45.33313849,,1756659,502371,Q
Knaggs3_20_03_10_A,Knaggs3,2020-03-10,POC,Y,250,A,0.113,0.1742,0.0612,61.2,,,,,,,,,,,,2020_11_19_DKCBN,B1,"13C, 15N",No,-28.05158683,470.0866439,,3.370634999,131.8106841,,1756660,502372,Q
BabyMarsh_20_03_16_A,BabyMarsh,2020-03-16,POC,Y,900,A,0.1128,0.1719,0.0591,59.1,,,,,,,,,,,,2020_11_19_DKCBN,B2,"13C, 15N",No,-27.21596385,268.2784625,,4.122430609,75.59387746,,1756661,502373,Q
MokUSRR_20_03_16_A,MokUSRR,2020-03-16,POC,Y,1500,A,0.1121,0.1687,0.0566,56.6,,,,,,,,,,,,2020_11_19_DKCBN,B3,"13C, 15N",No,-26.0275858,209.1978672,,4.042438145,32.16134076,,1756662,502374,Q
CosBeach_20_03_16_A,CosBeach,2020-03-16,POC,Y,700,A,0.1116,0.1704,0.0588,58.8,,,,,,,,,,,,2020_11_19_DKCBN,B4,"13C, 15N",No,-28.86418186,256.5554079,,4.764416365,47.30673152,,1756663,502375,Q
XSSAC_20_03_16_A,XSSAC,2020-03-16,POC,Y,800,A,0.1121,0.1774,0.0653,65.3,,,,,,,,,,,,2020_11_19_DKCBN,B5,"13C, 15N",No,-28.10468737,289.5616776,,4.507861113,53.87026427,,1756664,502382,Q
Knaggs3_20_03_17_A,Knaggs3,2020-03-17,POC,Y,500,A,0.1124,0.1717,0.0593,59.3,,,,,,,,,,,,2020_11_19_DKCBN,B6,"13C, 15N",No,-30.2022899,511.4204185,,5.283872441,101.2065773,,1756665,502383,Q
BabyMarsh_20_03_22_A,BabyMarsh,2020-03-22,POC,Y,700,A,0.1117,0.1679,0.0562,56.2,,,,,,,,,,,,2020_11_19_DKCBN,B7,"13C, 15N",No,-28.04557167,188.9634092,,4.325937768,54.78801665,,1756666,502384,Q
MokUSRR_20_03_22_A,MokUSRR,2020-03-22,POC,Y,1500,A,0.1123,0.1654,0.0531,53.1,,,,,,,,,,,,2020_11_19_DKCBN,B8,"13C, 15N",No,-26.36704378,148.0631124,,3.412718322,19.33852995,Precision decreases for samples containing less than 20ugN,1756667,502385,Q
CosBeach_20_03_22_A,CosBeach,2020-03-22,POC,Y,400,A,0.1123,0.1718,0.0595,59.5,,,,,,,,,,,,2020_11_19_DKCBN,C1,"13C, 15N",No,-30.76236622,454.8073096,,4.037054507,62.26177204,,1756668,502386,Q
Knaggs3_20_03_23_A,Knaggs3,2020-03-23,POC,Y,200,A,0.112,0.1672,0.0552,55.2,,,,,,,,,,,,2020_11_19_DKCBN,C2,"13C, 15N",No,-30.25503731,806.0317056,,5.562296413,148.5748476,,1756669,502387,Q
XSSAC_20_03_23_A,XSSAC,2020-03-23,POC,Y,900,A,0.112,0.1715,0.0595,59.5,,,,,,,,,,,,2020_11_19_DKCBN,C3,"13C, 15N",No,-27.46412346,253.5693989,,4.326371467,44.85667555,,1756670,502388,Q
BabyMarsh_20_05_07_A,BabyMarsh,2020-05-07,POC,Y,650,A,0.1116,0.1701,0.0585,58.5,,,,,,,,,,,,2020_11_19_DKCBN,C4,"13C, 15N",No,-26.24736459,272.1124341,,5.813536354,40.94171892,,1756671,502389,Q
MokUSRR_20_05_07_A,MokUSRR,2020-05-07,POC,Y,1500,A,0.1119,0.1713,0.0594,59.4,,,,,,,,,,,,2020_11_19_DKCBN,C5,"13C, 15N",No,-26.08052433,297.6386659,,3.684450895,52.03441928,,1756672,502390,Q
CosBeach_20_05_07_A,CosBeach,2020-05-07,POC,Y,410,A,0.1113,0.171,0.0597,59.7,,,,,,,,,,,,2020_11_19_DKCBN,C6,"13C, 15N",No,-29.64991377,297.4261886,,4.997874851,61.17514831,,1756673,502391,Q
XSSAC_20_05_07_A,XSSAC,2020-05-07,POC,Y,750,A,0.1116,0.1713,0.0597,59.7,,,,,,,,,,,,2020_11_19_DKCBN,C7,"13C, 15N",No,-28.08171518,292.5380914,,4.407284412,45.77554105,,1756674,502392,Q
BabyMarsh_20_06_09_A,BabyMarsh,2020-06-09,POC,Y,750,A,0.1118,0.1715,0.0597,59.7,,,,,,,,,,,,2020_11_19_DKCBN,C8,"13C, 15N",No,-26.02371363,298.4885346,,5.72521421,39.51139575,,1756675,502393,Q
MokUSRR_20_06_09_A,MokUSRR,2020-06-09,POC,Y,1150,A,0.1119,0.1696,0.0577,57.7,,,,,,,,,,,,2020_11_19_DKCBN,D1,"13C, 15N",No,-27.91815938,259.3750769,,4.02302316,52.33190658,,1756676,502453,Q
CosBeach_20_06_09_A,CosBeach,2020-06-09,POC,Y,825,A,0.1117,0.1694,0.0577,57.7,,,,,,,,,,,,2020_11_19_DKCBN,D2,"13C, 15N",No,-27.13674016,165.7362892,,4.618928456,37.77581992,,1756677,502454,Q
XSSAC_20_06_09_A,XSSAC,2020-06-09,POC,Y,1000,A,0.1121,0.1734,0.0613,61.3,,,,,,,,,,,,2020_11_19_DKCBN,D3,"13C, 15N",No,-27.64009194,286.6277728,,5.308249361,45.88631995,,1756678,502455,Q
BabyMarsh_20_07_16_A,BabyMarsh,2020-07-16,POC,Y,650,A,0.1115,0.1741,0.0626,62.6,,,,,,,,,,,,2020_11_19_DKCBN,D4,"13C, 15N",No,-28.84160854,316.9051577,,3.933681911,85.57575619,,1756679,502456,Q
MokUSRR_20_07_16_A,MokUSRR,2020-07-16,POC,Y,1500,A,0.1117,0.1702,0.0585,58.5,,,,,,,,,,,,2020_11_19_DKCBN,D5,"13C, 15N",No,-29.63550772,405.2390235,,3.938941919,66.30755739,,1756680,502457,Q
CosBeach_20_07_16_A,CosBeach,2020-07-16,POC,Y,750,A,0.112,0.1714,0.0594,59.4,,,,,,,,,,,,2020_11_19_DKCBN,D6,"13C, 15N",No,-29.15087961,295.9044413,,4.480852213,43.79201356,,1756681,502458,Q
